# Created by: riboviz
# Date: 2025-10-03 22:28:55.382511
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	Cerevisiae_RPF
YIR024C	22.8
YIR025W	11.9
YIR026C	52.6
YIR027C	1.2
YIR028W	0.6
YIR029W	1.6
YIR030C	14
YIR031C	2.1
YIR032C	2.6
YIR033W	34.3
YIR034C	82.8
YIR035C	39.7
YIR036C	57.1
YIR037W	316.8
YIR038C	62.5
YIR039C	1.3
YIR041W	0.1
YIR042C	0.3
YJL001W	282.5
YJL002C	161.1
YJL003W	45.6
YJL004C	52.8
YJL005W	14.3
YJL006C	20.1
YJL008C	220.1
YJL010C	64.8
YJL011C	70.1
YJL012C	400.8
YJL013C	10.5
YJL014W	216.8
YJL016W	7.1
YJL019W	20
YJL020C	88.4
YJL023C	7.1
YJL024C	73.6
YJL025W	3.5
YJL026W	435.8
YJL027C	0
YJL028W	0
YJL029C	25.5
YJL030W	39.5
YJL031C	35
YJL033W	61.3
YJL034W	448.5
YJL035C	13.5
YJL036W	30.2
YJL037W	1.2
YJL038C	1.2
YJL039C	40.2
YJL041W	130.2
YJL042W	22.8
YJL043W	0.3
YJL044C	21.2
YJL045W	1.3
YJL046W	11.1
YJL047C	8.7
YJL047C-A	3.2
YJL048C	11.4
YJL049W	16
YJL050W	96.3
YJL051W	10.1
YJL052C-A	0
YJL052W	1998.8
YJL053W	39
YJL054W	43.2
YJL055W	146.9
YJL056C	5
YJL057C	7.4
YJL058C	6.5
YJL059W	10.3
YJL060W	54.9
YJL061W	35.6
YJL062W	32.2
YJL062W-A	146.8
YJL063C	65.2
YJL065C	51.4
YJL066C	45.2
YJL068C	105.9
YJL069C	50.8
YJL070C	6.4
YJL071W	7.4
YJL072C	34.1
YJL073W	18.9
YJL074C	28.5
YJL076W	54.6
YJL077C	0.5
YJL077W-A	11.6
YJL077W-B	0
YJL078C	72.5
YJL079C	71
YJL080C	355.1
YJL081C	41.6
YJL082W	26.9
YJL083W	7.1
YJL084C	12.1
YJL085W	18.5
YJL087C	29.7
YJL088W	5.7
YJL089W	0.3
YJL090C	5.3
YJL091C	29.3
YJL092W	8.6
YJL093C	6.2
YJL094C	12.8
YJL095W	7.3
YJL096W	73.3
YJL097W	134.1
YJL098W	27.5
YJL099W	11.2
YJL100W	5.6
YJL101C	33
YJL102W	6.7
YJL103C	1.6
YJL104W	137
YJL105W	0.6
YJL106W	0
YJL107C	6.9
YJL108C	1.4
YJL109C	54
YJL110C	20.1
YJL111W	191.7
YJL112W	12.8
YJL115W	65.5
YJL116C	3.4
YJL117W	217.8
YJL118W	8.7
YJL121C	254
YJL122W	135.3
YJL123C	111.9
YJL124C	166.4
YJL125C	50.8
YJL126W	14.7
YJL127C	10.6
YJL127C-B	42.7
YJL128C	35.5
YJL129C	6.1
YJL130C	283.1
YJL131C	13.1
YJL132W	4
YJL133C-A	126
YJL133W	23.1
YJL134W	41.4
YJL136C	2496.9
YJL136W-A	0.3
YJL137C	12.9
YJL138C	1888.1
YJL139C	14.5
YJL140W	158.1
YJL141C	13.5
YJL143W	219
YJL144W	13.2
YJL145W	126.5
YJL146W	21.4
YJL147C	5.8
YJL148W	170.9
YJL149W	14.7
YJL151C	295.7
YJL153C	0.7
YJL154C	35.1
YJL155C	17.2
YJL156C	20.2
YJL157C	42.6
YJL158C	1190.8
YJL159W	1906.9
YJL160C	0.9
YJL161W	6
YJL162C	8.6
YJL163C	4.7
YJL164C	39.8
YJL165C	23.7
YJL166W	274.5
YJL167W	529.3
YJL168C	33.5
YJL170C	16.6
YJL171C	111.9
YJL172W	177
YJL173C	159.5
YJL174W	183.9
YJL176C	37.2
YJL177W	1770
YJL178C	122.3
YJL179W	148.3
YJL180C	20
YJL181W	7.3
YJL183W	81.7
YJL184W	110
YJL185C	5.7
YJL186W	102.8
YJL187C	8.1
YJL189W	4112.4
YJL190C	2980.5
YJL191W	1127.8
YJL192C	153.5
YJL193W	15.1
YJL194W	19.4
YJL196C	160.7
YJL197W	20.2
YJL198W	30.2
YJL200C	72
YJL201W	23
YJL203W	28.8
YJL204C	17.2
YJL205C	78.3
YJL206C	6.7
YJL207C	16.6
YJL208C	32.8
YJL209W	5.2
YJL210W	15.6
YJL212C	50.1
YJL213W	0.1
YJL214W	1.1
YJL216C	0.1
YJL217W	381.6
YJL218W	17.9
YJL219W	0.6
YJL221C	1.7
YJL222W	7.6
YJL223C	0.1
YJL225C	0.4
YJR001W	55.6
YJR002W	66.1
YJR003C	22.4
YJR004C	1.2
YJR005C-A	11
YJR005W	22.6
YJR006W	21.3
YJR007W	355.7
YJR008W	5.6
YJR009C	5356.7
YJR010C-A	104.3
YJR010W	21.3
YJR011C	12.7
YJR012C	11.8
YJR013W	29.3
YJR014W	364.4
YJR015W	110.8
YJR016C	429.9
YJR017C	169.1
YJR019C	18.4
YJR021C	8.6
YJR022W	28.8
YJR024C	92.9
YJR025C	162.2
YJR030C	12.9
YJR031C	16.8
YJR032W	56.4
YJR033C	12.9
YJR034W	70.1
YJR035W	6.7
YJR036C	1.4
YJR039W	2.5
YJR040W	26.5
YJR041C	26
YJR042W	41.2
YJR043C	27.1
YJR044C	97.9
YJR045C	1130.5
YJR046W	21.9
YJR047C	242.6
YJR048W	209.3
YJR049C	33.6
YJR050W	29.8
YJR051W	45.3
YJR052W	18.6
YJR053W	10.2
YJR054W	8.5
YJR055W	31.4
YJR056C	24
YJR057W	43.8
YJR058C	43.6
YJR059W	37.6
YJR060W	143
YJR061W	3
YJR062C	18.9
YJR063W	113.7
YJR064W	262.6
YJR065C	180
YJR066W	11.1
YJR067C	43.3
YJR068W	50.5
YJR069C	255.5
YJR070C	430.9
YJR072C	122.5
YJR073C	85.3
YJR074W	57.3
YJR075W	105.1
YJR076C	108.9
YJR077C	223.9
YJR078W	7.3
YJR079W	6.9
YJR080C	33.7
YJR082C	46.3
YJR083C	18.2
YJR084W	17.4
YJR085C	344.1
YJR086W	109.2
YJR088C	122.2
YJR089W	7.7
YJR090C	14.6
YJR091C	23.4
YJR092W	46.2
YJR093C	35.7
YJR094C	8.2
YJR094W-A	2471.1
YJR095W	0.5
YJR096W	33.9
YJR097W	32.9
YJR098C	7.4
YJR099W	42.4
YJR100C	20.1
YJR101W	48.3
YJR102C	22.6
YJR103W	48.4
YJR104C	1679.4
YJR105W	646.4
YJR106W	5.1
YJR107W	0
YJR108W	4.6
YJR109C	89
YJR110W	8.1
YJR111C	19.4
YJR112W	34.9
YJR112W-A	23
YJR113C	45.8
YJR115W	2
YJR116W	21.5
YJR117W	111.4
YJR118C	86.4
YJR119C	4.9
YJR120W	110.8
YJR121W	396.8
YJR122W	9.4
YJR123W	3687.3
YJR124C	37.4
YJR125C	114.6
YJR126C	21.9
YJR127C	6.3
YJR129C	15.1
YJR130C	9.6
YJR131W	36.2
YJR132W	37.9
YJR133W	82.6
YJR134C	19.2
YJR135C	11.1
YJR135W-A	150.4
YJR136C	10.4
YJR137C	30.5
YJR138W	7.9
YJR139C	663.9
YJR140C	12.1
YJR141W	12.2
YJR142W	56.2
YJR143C	127.4
YJR144W	80.3
YJR145C	3071.9
YJR146W	12.8
YJR147W	10.9
YJR148W	459.5
YJR149W	0.4
YJR150C	5.1
YJR151C	0.1
YJR151W-A	0
YJR152W	0.1
YJR153W	0.5
YJR154W	1.3
YJR155W	0.1
YJR156C	3
YJR158W	0.1
YJR159W	2.2
YJR160C	0.3
YJR161C	20.9
YKL001C	68.6
YKL002W	72.9
YKL003C	78.1
YKL004W	59.6
YKL005C	15.3
YKL006C-A	61.1
YKL006W	3193.9
YKL007W	128.3
YKL008C	106.8
YKL009W	243.3
YKL010C	34
YKL011C	10.6
YKL012W	16.2
YKL013C	223.2
YKL014C	32.7
YKL015W	7.3
YKL016C	224.7
YKL017C	8.7
YKL018C-A	56.3
YKL018W	29.8
YKL019W	38
YKL020C	19.5
YKL021C	64.5
YKL022C	22.1
YKL023C-A	245.1
YKL023W	30.2
YKL024C	266.9
YKL025C	26.1
YKL026C	1.9
YKL027W	33.6
YKL028W	36.1
YKL029C	142.3
YKL032C	69.1
YKL033W	8.2
YKL033W-A	152.1
YKL034W	17.2
YKL035W	320.1
YKL037W	56.6
YKL038W	7.8
YKL039W	111.8
YKL040C	98.8
YKL041W	55.8
YKL042W	29
YKL043W	23.6
YKL044W	13.1
YKL045W	30.3
YKL046C	93.4
YKL047W	23.1
YKL048C	6.3
YKL049C	49.9
YKL050C	0.1
YKL051W	10.9
YKL052C	32.1
YKL053C-A	102
YKL054C	412.1
YKL055C	8.4
YKL056C	2379.2
YKL057C	36.3
YKL058W	99.3
YKL059C	24.3
YKL060C	5669.2
YKL061W	24.4
YKL062W	14.9
YKL063C	105.5
YKL064W	19
YKL065C	134.4
YKL065W-A	1.2
YKL067W	420
YKL068W	40.4
YKL068W-A	105.5
YKL069W	81.8
YKL070W	0.1
YKL071W	0.6
YKL072W	10.8
YKL073W	59.5
YKL074C	20.8
YKL075C	18.1
YKL077W	190.4
YKL078W	17.4
YKL079W	20.7
YKL080W	282.8
YKL081W	1460.2
YKL082C	90.1
YKL084W	56.1
YKL085W	176.5
YKL086W	7.9
YKL087C	48.8
YKL088W	33.1
YKL089W	13.6
YKL090W	8.1
YKL091C	23.1
YKL092C	10.8
YKL093W	0.8
YKL094W	83.1
YKL095W	20
YKL096C-B	0.1
YKL096W	307.6
YKL096W-A	2222.2
YKL098W	11.5
YKL099C	104.6
YKL100C	46.5
YKL101W	24.3
YKL103C	85.4
YKL104C	169.9
YKL105C	12.7
YKL106C-A	0.9
YKL106W	35.1
YKL107W	1
YKL108W	12.4
YKL109W	14.9
YKL110C	45.4
YKL112W	64.9
YKL113C	55.4
YKL114C	63.3
YKL116C	15.2
YKL117W	768.5
YKL119C	47.1
YKL120W	196.2
YKL121W	4.8
YKL122C	116.2
YKL124W	10.1
YKL125W	26.8
YKL126W	68.4
YKL127W	153.6
YKL128C	94.2
YKL129C	25.1
YKL130C	52.9
YKL132C	1
YKL133C	2.3
YKL134C	12.7
YKL135C	33.8
YKL137W	98.3
YKL138C	81.9
YKL138C-A	143.2
YKL139W	19.4
YKL140W	32.4
YKL141W	121.5
YKL142W	266.1
YKL143W	76.1
YKL144C	57.7
YKL145W	251
YKL146W	25.6
YKL148C	35.5
YKL149C	14.9
YKL150W	118.1
YKL151C	43
YKL152C	5162
YKL154W	69.8
YKL155C	14.3
YKL156W	1190
YKL157W	131.7
YKL159C	16.9
YKL160W	194.6
YKL161C	0.6
YKL162C	5.2
YKL163W	76.7
YKL164C	937.3
YKL165C	41.6
YKL166C	38
YKL167C	64.8
YKL168C	8.8
YKL170W	69.1
YKL171W	4.4
YKL172W	213.1
YKL173W	22.7
YKL174C	22.5
YKL175W	49.7
YKL176C	8.1
YKL178C	3.5
YKL179C	36.2
YKL180W	2829.4
YKL181W	190.7
YKL182W	527.7
YKL183C-A	0
YKL183W	34.1
YKL184W	131.5
YKL185W	43.3
YKL186C	79.8
YKL187C	0.2
YKL188C	0.5
YKL189W	17.6
YKL190W	164.3
YKL191W	51.6
YKL192C	415.4
YKL193C	49.9
YKL194C	13.2
YKL195W	100.3
YKL196C	281
YKL197C	11.6
YKL198C	10.2
YKL201C	3.8
YKL203C	9.6
YKL204W	61.2
YKL205W	27.1
YKL206C	46.5
YKL207W	149.7
YKL208W	23.4
YKL209C	71.7
YKL210W	375.2
YKL211C	95.2
YKL212W	191.5
YKL213C	40
YKL214C	80.7
YKL215C	40.9
YKL216W	454.9
YKL217W	0.8
YKL218C	16.6
YKL219W	13.7
YKL220C	0.7
YKL221W	0.2
YKL222C	1.1
YKL224C	0.1
YKR001C	218.3
YKR002W	39.6
YKR003W	50.3
YKR004C	6.6
YKR005C	0.5
YKR006C	79.3
YKR007W	54.6
YKR008W	53.7
YKR009C	1.8
YKR010C	11.2
YKR011C	44.5
YKR013W	212
YKR014C	195.6
YKR015C	0
YKR016W	35.5
YKR017C	5.8
YKR018C	90.4
YKR019C	7.6
YKR020W	41.4
YKR021W	9.4
YKR022C	11.8
YKR023W	19.7
YKR024C	32.5
YKR025W	88.2
YKR026C	89.6
YKR027W	11
YKR028W	29.3
YKR029C	21.9
YKR030W	36.2
YKR031C	11.8
YKR034W	0.5
YKR035W-A	105.1
YKR036C	9.2
YKR037C	24.6
YKR038C	103.7
YKR039W	8.4
YKR041W	14.2
YKR042W	948
YKR043C	309.7
YKR044W	8.7
YKR045C	22
YKR046C	33.2
YKR048C	227.6
YKR049C	61.5
YKR050W	0.7
YKR051W	6
YKR052C	26.8
YKR053C	1.5
YKR054C	4.5
YKR055W	23.3
YKR056W	42.8
YKR057W	1831.9
YKR058W	1.5
YKR059W	1917.6
YKR060W	38.5
YKR061W	2.2
YKR062W	59.2
YKR063C	11.9
YKR064W	6.1
YKR065C	138.9
YKR066C	136.4
YKR067W	29.9
YKR068C	86.7
YKR069W	7.4
YKR070W	60.1
YKR071C	131.8
YKR072C	42.1
YKR074W	144.7
YKR075C	11.7
YKR076W	12.4
YKR077W	23.2
YKR078W	9.2
YKR079C	17.6
YKR080W	129.1
YKR081C	176
YKR082W	41.6
YKR083C	37.9
YKR084C	72.1
YKR085C	87.5
YKR086W	7.6
YKR087C	26.1
YKR088C	47.6
YKR089C	21.3
YKR090W	22.7
YKR091W	11.4
YKR092C	238.9
YKR093W	171.6
YKR094C	2574.4
YKR095W	31.4
YKR095W-A	111
YKR096W	11.2
YKR097W	0.6
YKR098C	3
YKR099W	12.4
YKR100C	32.5
YKR101W	6.4
YKR102W	0
YKR103W	0.2
YKR104W	0
YKR105C	0.2
YKR106W	1.1
YLL001W	44.5
YLL002W	11.2
YLL003W	3.5
YLL004W	15.4
YLL005C	0
YLL006W	26.2
YLL006W-A	40
YLL007C	9.4
YLL008W	92
YLL009C	221.7
YLL010C	42.9
YLL011W	51.2
YLL012W	24
YLL013C	44.9
YLL014W	161.3
YLL015W	19.1
YLL018C	545.9
YLL018C-A	31.1
YLL019C	10.6
YLL021W	51.5
YLL022C	42.7
YLL023C	77
YLL024C	3697.5
YLL025W	4.3
YLL026W	354.8
YLL027W	55.8
YLL028W	47.6
YLL029W	54.7
YLL031C	32.1
YLL032C	14.1
YLL033W	7
YLL034C	43.5
YLL035W	13.5
YLL036C	25.1
YLL038C	30.2
YLL039C	392.3
YLL040C	34.5
YLL041C	48.7
YLL042C	2.4
YLL043W	42
YLL045C	2783.5
YLL046C	0.3
YLL048C	52.5
YLL049W	14
YLL050C	1237.5
YLL051C	14.1
YLL052C	1.8
YLL053C	1.1
YLL054C	4.4
YLL055W	1.3
YLL056C	0.6
YLL057C	0.6
YLL058W	24.9
YLL060C	1.6
YLL061W	27.4
YLL062C	20.8
YLL063C	4.2
YLL064C	0.1
YLL066C	0
YLL066W-B	0.8
YLL067C	0
YLR001C	13.9
YLR002C	58.9
YLR003C	65
YLR004C	3.1
YLR005W	28.2
YLR006C	11.9
YLR007W	12.7
YLR008C	98.2
YLR009W	233.6
YLR010C	142.9
YLR011W	21.5
YLR012C	0.1
YLR013W	0.2
YLR014C	3.4
YLR015W	17.7
YLR016C	21.6
YLR017W	118.4
YLR018C	41.1
YLR019W	31.1
YLR020C	22.9
YLR021W	39.5
YLR022C	75.7
YLR023C	18.5
YLR024C	7.3
YLR025W	123.6
YLR026C	60
YLR027C	394.6
YLR028C	154
YLR029C	3927.3
YLR030W	1.8
YLR031W	1.8
YLR032W	14.4
YLR033W	40
YLR034C	75.8
YLR035C	4.4
YLR036C	23
YLR037C	1.6
YLR038C	179.6
YLR039C	15.5
YLR040C	24
YLR042C	30.4
YLR043C	774.6
YLR044C	6468.7
YLR045C	28.8
YLR046C	0.2
YLR047C	6.1
YLR048W	2166.1
YLR049C	34.3
YLR050C	63.6
YLR051C	91
YLR052W	43.7
YLR053C	0.3
YLR054C	0.8
YLR055C	36.9
YLR056W	449.1
YLR057W	13.7
YLR058C	909.8
YLR059C	51.4
YLR060W	348.8
YLR061W	3063.7
YLR063W	106.2
YLR064W	57.7
YLR065C	89.4
YLR066W	116.7
YLR067C	4.5
YLR068W	66.4
YLR069C	36.7
YLR070C	5.1
YLR071C	22.4
YLR072W	16.8
YLR073C	29.8
YLR074C	141.5
YLR075W	3891.2
YLR077W	21.1
YLR078C	46.5
YLR079W	69.4
YLR080W	7.9
YLR081W	0.8
YLR082C	15
YLR083C	102.3
YLR084C	24.6
YLR085C	17.7
YLR086W	17.2
YLR087C	3.2
YLR088W	46.3
YLR089C	84.3
YLR090W	27.9
YLR091W	7.7
YLR092W	1.6
YLR093C	90.7
YLR094C	33.2
YLR095C	22.3
YLR096W	19.9
YLR097C	14.6
YLR098C	5.6
YLR099C	25.2
YLR099W-A	103.9
YLR100W	181
YLR102C	22.4
YLR103C	11.6
YLR104W	62.7
YLR105C	10.2
YLR106C	36.5
YLR107W	16.3
YLR108C	21.4
YLR109W	3844.6
YLR110C	4506.2
YLR113W	97.2
YLR114C	27.9
YLR115W	14.9
YLR116W	20.6
YLR117C	17.2
YLR118C	95.6
YLR119W	19
YLR120C	54.6
YLR121C	9.3
YLR125W	2
YLR126C	46.1
YLR127C	5.6
YLR128W	15.6
YLR129W	55.8
YLR130C	19.7
YLR131C	16.1
YLR132C	9
YLR133W	38.7
YLR134W	189.6
YLR135W	5.5
YLR136C	66.2
YLR137W	12.9
YLR138W	22.4
YLR139C	8.7
YLR141W	7
YLR142W	3.2
YLR143W	55.3
YLR144C	20
YLR145W	15.6
YLR146C	33.7
YLR146W-A	45.7
YLR147C	93.3
YLR148W	19.8
YLR149C	3.4
YLR150W	2487.4
YLR151C	10.3
YLR152C	4.1
YLR153C	364.5
YLR154C	76.8
YLR154C-G	1.8
YLR154C-H	36.8
YLR154W-C	0.1
YLR155C	2.1
YLR156C-A	0.6
YLR156W	309.6
YLR157C	1.9
YLR157C-C	2.4
YLR157W-D	10
YLR157W-E	587.5
YLR158C	2
YLR159C-A	0.6
YLR159W	308.9
YLR160C	2.1
YLR161W	423.4
YLR162W	409.3
YLR162W-A	0
YLR163C	56.2
YLR164W	2.4
YLR165C	7.1
YLR166C	23.8
YLR167W	4002.3
YLR168C	18.2
YLR170C	100
YLR172C	217.2
YLR173W	9.1
YLR174W	0.2
YLR175W	399.8
YLR176C	7.2
YLR177W	7.2
YLR178C	55.9
YLR179C	482.5
YLR180W	717.8
YLR181C	43.1
YLR182W	24.8
YLR183C	35
YLR185W	2673.1
YLR186W	149.8
YLR187W	21.6
YLR188W	22.2
YLR189C	10.2
YLR190W	39.2
YLR191W	21.3
YLR192C	423.6
YLR193C	51.7
YLR194C	71.2
YLR195C	93.3
YLR196W	123.1
YLR197W	460.9
YLR199C	47.7
YLR200W	187.3
YLR201C	34.2
YLR203C	57.2
YLR204W	70
YLR205C	14.3
YLR206W	65.1
YLR207W	23.7
YLR208W	286.6
YLR209C	50.7
YLR210W	17.1
YLR211C	11.1
YLR212C	25.3
YLR213C	4.1
YLR214W	161.5
YLR215C	18.7
YLR216C	424.9
YLR218C	30.3
YLR219W	24
YLR220W	62.7
YLR221C	104.2
YLR222C	64.5
YLR223C	19.9
YLR224W	13.4
YLR225C	43.9
YLR226W	18.1
YLR227C	1.8
YLR228C	10.6
YLR229C	239.7
YLR231C	79.6
YLR233C	1.8
YLR234W	5.3
YLR237W	12.6
YLR238W	10.3
YLR239C	17.3
YLR240W	10.9
YLR241W	27.3
YLR242C	8.4
YLR243W	43.1
YLR244C	302.2
YLR245C	75.7
YLR246W	5.3
YLR247C	11.9
YLR248W	69.5
YLR249W	2559.8
YLR250W	137.4
YLR251W	9.5
YLR253W	15
YLR254C	19.2
YLR256W	48.3
YLR257W	182.6
YLR258W	51.9
YLR259C	947
YLR260W	16
YLR261C	191.1
YLR262C	120.2
YLR262C-A	839.4
YLR263W	0.1
YLR264C-A	0.1
YLR264W	1816.4
YLR265C	10.4
YLR266C	4.4
YLR267W	1.8
YLR268W	113.9
YLR270W	92.6
YLR271W	8
YLR272C	11.9
YLR273C	2.6
YLR274W	32.7
YLR275W	54
YLR276C	80.2
YLR277C	18.2
YLR278C	8.7
YLR281C	5.8
YLR283W	8
YLR284C	9.6
YLR285C-A	488.3
YLR285W	98
YLR286C	745.9
YLR287C	51.9
YLR287C-A	2825.2
YLR288C	5.9
YLR289W	5.3
YLR290C	23.1
YLR291C	81.3
YLR292C	124.3
YLR293C	1227.6
YLR295C	184.1
YLR297W	12
YLR298C	26.5
YLR299W	20
YLR300W	363.3
YLR301W	442.5
YLR303W	3.1
YLR304C	343.6
YLR305C	23.2
YLR306W	19.2
YLR307C-A	0.9
YLR307W	1.4
YLR308W	0
YLR309C	26.1
YLR310C	14.6
YLR312C	1.3
YLR312W-A	50.8
YLR313C	6.8
YLR314C	183
YLR315W	21.6
YLR316C	18.2
YLR318W	1.1
YLR319C	20.1
YLR320W	1.3
YLR321C	65.7
YLR323C	20.2
YLR324W	31.8
YLR325C	2919.5
YLR326W	26.6
YLR327C	105.4
YLR328W	62.1
YLR329W	0.3
YLR330W	80.2
YLR332W	46.5
YLR333C	1798.1
YLR335W	129.8
YLR336C	32.2
YLR337C	36
YLR340W	2763.3
YLR341W	0.1
YLR342W	235.2
YLR342W-A	54.6
YLR343W	0.1
YLR344W	2085.8
YLR345W	18.1
YLR346C	29.9
YLR347C	115.6
YLR348C	90.8
YLR350W	84.3
YLR351C	116.8
YLR352W	8
YLR353W	6.9
YLR354C	911.2
YLR355C	2134.5
YLR356W	30.6
YLR357W	30.2
YLR358C	0
YLR359W	305.7
YLR360W	10.5
YLR361C	17.3
YLR361C-A	50.5
YLR362W	15.3
YLR363C	47.7
YLR363W-A	77.8
YLR364W	39.7
YLR367W	976.5
YLR368W	14
YLR369W	26
YLR370C	148
YLR371W	12.3
YLR372W	264.6
YLR373C	14
YLR375W	21
YLR376C	4.2
YLR377C	0.6
YLR378C	224.2
YLR380W	83.3
YLR381W	5.7
YLR382C	9.8
YLR383W	8.6
YLR384C	85.7
YLR385C	38.2
YLR386W	24.7
YLR387C	77.9
YLR388W	2812.4
YLR389C	38.2
YLR390W	45.6
YLR390W-A	633.5
YLR392C	8.5
YLR393W	19.9
YLR394W	2.5
YLR395C	248.6
YLR396C	14.8
YLR397C	36.2
YLR398C	37.2
YLR399C	90.8
YLR401C	45.6
YLR403W	29.1
YLR404W	16
YLR405W	21.2
YLR406C	1206.1
YLR406C-A	0.5
YLR407W	35.6
YLR408C	28
YLR409C	57.4
YLR410W	89.8
YLR411W	6.9
YLR412C-A	0.4
YLR412W	16.8
YLR413W	214
YLR414C	59.8
YLR415C	37.6
YLR417W	11.6
YLR418C	65.7
YLR419W	22
YLR420W	170.7
YLR421C	222.1
YLR422W	7.8
YLR423C	8
YLR424W	7.9
YLR425W	5.1
YLR426W	13.7
YLR427W	17.9
YLR429W	132.4
YLR430W	16.7
YLR431C	4.7
YLR432W	467
YLR433C	37.2
YLR435W	146.1
YLR436C	10.4
YLR437C	83.4
YLR438C-A	251.7
YLR438W	289
YLR439W	33
YLR440C	28.7
YLR441C	2296.2
YLR442C	12.4
YLR443W	9.1
YLR445W	0.6
YLR446W	5.8
YLR447C	347.3
YLR448W	2199.1
YLR449W	258.6
YLR450W	28
YLR451W	9.9
YLR452C	48.8
YLR453C	4.7
YLR454W	9.4
YLR455W	31.3
YLR456W	8.7
YLR457C	6.9
YLR459W	35.2
YLR460C	4.9
YLR461W	0.1
YLR462W	0.4
YLR464W	0.1
YLR466W	0.2
YLR467W	0.6
YML001W	238.8
YML002W	0.3
YML003W	3.8
YML004C	196.2
YML005W	14.2
YML006C	9.5
YML007C-A	342.9
YML007W	46.5
YML008C	495.3
YML009C	167.9
YML010W	131
YML011C	19.6
YML012W	372.4
YML013W	40.6
YML014W	63.4
YML015C	21.1
YML016C	23.6
YML017W	101
YML018C	32.6
YML019W	47.2
YML020W	8.7
YML021C	36.9
YML022W	371.1
YML023C	5
YML024W	2833.2
YML025C	42
YML026C	2392.4
YML027W	31
YML028W	2514.7
YML029W	21.4
YML030W	64.6
YML031W	38.6
YML032C	22.1
YML034W	31.6
YML035C	60
YML036W	38.6
YML037C	8
YML038C	21.2
YML041C	19.2
YML042W	1.1
YML043C	5.9
YML046W	16.6
YML047C	0.1
YML048W	197.7
YML049C	16.6
YML050W	7.3
YML051W	5.4
YML052W	168.9
YML053C	40.5
YML054C	0.9
YML054C-A	0
YML055W	77.2
YML056C	294.5
YML057W	39.7
YML058W	823.6
YML058W-A	44.4
YML059C	17.8
YML060W	28.5
YML061C	13
YML062C	30.5
YML063W	2704.8
YML064C	39.1
YML065W	18.5
YML066C	3.3
YML067C	87.8
YML068W	4.9
YML069W	142.4
YML070W	174.3
YML071C	26.4
YML072C	127.7
YML073C	2607.9
YML074C	403.8
YML075C	35.7
YML076C	9.4
YML077W	50.1
YML078W	410.6
YML079W	164.6
YML080W	34.8
YML081C-A	284.1
YML081W	10.5
YML082W	18.8
YML083C	0.1
YML085C	283
YML086C	128.8
YML087C	1.3
YML088W	17.2
YML091C	10
YML092C	243.7
YML093W	72.4
YML094W	137.4
YML095C	13.2
YML096W	15
YML097C	26.6
YML098W	40.4
YML099C	6.8
YML100W	76
YML100W-A	0.3
YML101C	57.1
YML102W	25.7
YML103C	39.1
YML104C	4.8
YML105C	123.8
YML106W	384.8
YML107C	12.8
YML108W	73.7
YML109W	13.4
YML110C	123.5
YML111W	20.2
YML112W	23.9
YML113W	38.4
YML114C	15
YML115C	81.6
YML116W	9.5
YML117W	27.5
YML118W	1.4
YML119W	19.3
YML120C	36.2
YML121W	34.6
YML123C	923.7
YML124C	139.8
YML125C	166.2
YML126C	446.7
YML127W	44.5
YML128C	14.7
YML129C	194.5
YML130C	80.1
YML131W	35.6
YML132W	35.4
YML133C	0.1
YMR001C	35.3
YMR001C-A	8
YMR002W	513.4
YMR003W	18.7
YMR004W	36
YMR005W	41.6
YMR006C	72.5
YMR008C	47.9
YMR009W	58.2
YMR010W	36.1
YMR011W	210.6
YMR012W	218.6
YMR013C	10.1
YMR014W	44.7
YMR015C	152.8
YMR016C	22.1
YMR017W	1.2
YMR018W	0
YMR019W	6.7
YMR020W	9.4
YMR021C	15.9
YMR022W	100.7
YMR023C	8.6
YMR024W	36.9
YMR025W	7
YMR026C	13.2
YMR027W	131.2
YMR028W	27.5
YMR029C	23.4
YMR030W	6.5
YMR030W-A	23.7
YMR031C	70.3
YMR032W	16.8
YMR033W	52
YMR034C	3.1
YMR035W	19.5
YMR036C	8.4
YMR037C	28.1
YMR038C	242.4
YMR039C	85.7
YMR040W	3.2
YMR041C	12.3
YMR042W	12.8
YMR043W	82.7
YMR044W	43.9
YMR047C	48.6
YMR048W	23.7
YMR049C	115.1
YMR052W	14.3
YMR053C	1.3
YMR054W	36.8
YMR055C	9
YMR056C	1.6
YMR058W	414.2
YMR059W	17.8
YMR060C	28.4
YMR061W	29.2
YMR062C	44.9
YMR063W	9.4
YMR064W	8.6
YMR065W	0.7
YMR066W	6
YMR067C	34.8
YMR068W	3.7
YMR069W	3.7
YMR070W	25.3
YMR071C	136.1
YMR072W	422.8
YMR073C	62.1
YMR074C	216.1
YMR075W	14.3
YMR076C	24.7
YMR077C	21.1
YMR078C	12.3
YMR079W	324.1
YMR080C	47.4
YMR081C	0.3
YMR083W	492
YMR084W	0.1
YMR085W	0
YMR086W	31
YMR087W	13.9
YMR088C	27.3
YMR089C	41
YMR090W	15.7
YMR091C	87.1
YMR092C	148.4
YMR093W	58.7
YMR094W	4.5
YMR095C	0.5
YMR096W	1
YMR097C	15.3
YMR098C	12
YMR099C	266.2
YMR100W	13.1
YMR101C	0.7
