ORF,elp1D_1
YJL043W,0.4
YJL044C,18.5
YJL045W,0.4
YJL046W,7.5
YJL047C,5.1
YJL047C-A,2.6
YJL048C,5.7
YJL049W,9.2
YJL050W,72.4
YJL051W,6.9
YJL052C-A,0
YJL052W,3780.4
YJL053W,21.7
YJL054W,26.4
YJL055W,75.8
YJL056C,3.1
YJL057C,3.4
YJL058C,4.3
YJL059W,7
YJL060W,54.6
YJL061W,25.7
YJL062W,20.2
YJL062W-A,71.5
YJL063C,36.7
YJL065C,25.4
YJL066C,22.7
YJL068C,63.7
YJL069C,48.8
YJL070C,4
YJL071W,4.6
YJL072C,19.6
YJL073W,11.9
YJL074C,13.6
YJL076W,37
YJL077C,0.4
YJL077W-A,11.9
YJL077W-B,0
YJL078C,60.7
YJL079C,70.4
YJL080C,221.3
YJL081C,24.3
YJL082W,13.5
YJL083W,2.6
YJL084C,10.3
YJL085W,12.8
YJL087C,15.1
YJL088W,3.4
YJL089W,0.1
YJL090C,3.6
YJL091C,19.5
YJL092W,5.7
YJL093C,4.1
YJL094C,9.4
YJL095W,5.6
YJL096W,48.4
YJL097W,105.1
YJL098W,17
YJL099W,9.1
YJL100W,2.8
YJL101C,29.2
YJL102W,4.4
YJL103C,0.8
YJL104W,59.9
YJL105W,0.2
YJL106W,0
YJL107C,6.3
YJL108C,2
YJL109C,53.8
YJL110C,12.3
YJL111W,122.3
YJL112W,7.1
YJL115W,47.5
YJL116C,4.2
YJL117W,138.9
YJL118W,5.2
YJL121C,218.1
YJL122W,67.8
YJL123C,70.1
YJL124C,85.5
YJL125C,29.9
YJL126W,9
YJL127C,9.5
YJL127C-B,23.9
YJL128C,23.7
YJL129C,5.6
YJL130C,158
YJL131C,8.5
YJL132W,2.6
YJL133C-A,46.2
YJL133W,13.8
YJL134W,29.5
YJL136C,2130
YJL136W-A,1.2
YJL137C,10.7
YJL138C,1903.1
YJL139C,8.8
YJL140W,75.9
YJL141C,8.2
YJL143W,168.2
YJL144W,1.8
YJL145W,80.8
YJL146W,8.4
YJL147C,5.5
YJL148W,128.3
YJL149W,10.8
YJL151C,199.5
YJL153C,0.6
YJL154C,25
YJL155C,7.7
YJL156C,9.5
YJL157C,24
YJL158C,782.5
YJL159W,1654.8
YJL160C,3.1
YJL161W,1.9
YJL162C,7.2
YJL163C,1.7
YJL164C,10.5
YJL165C,13.7
YJL166W,122.2
YJL167W,241.3
YJL168C,16.1
YJL170C,6.6
YJL171C,122.1
YJL172W,122.1
YJL173C,119
YJL174W,121.8
YJL176C,15.8
YJL177W,1555.2
YJL178C,89.4
YJL179W,70.5
YJL180C,14
YJL181W,3.8
YJL183W,71
YJL184W,62.3
YJL185C,2.7
YJL186W,56.5
YJL187C,5.3
YJL189W,3813.4
YJL190C,3211
YJL191W,1197.9
YJL192C,114.9
YJL193W,10.5
YJL194W,15.4
YJL196C,132
YJL197W,12.1
YJL198W,28.2
YJL200C,159.5
YJL201W,16.2
YJL203W,16.8
YJL204C,9.2
YJL205C,41.1
YJL206C,4.1
YJL207C,14.2
YJL208C,34.4
YJL209W,4
YJL210W,6.8
YJL212C,31.1
YJL213W,0
YJL214W,0.9
YJL216C,0.1
YJL217W,193.7
YJL218W,10.7
YJL219W,0.4
YJL221C,1
YJL222W,5.3
YJL223C,0
YJL225C,0.2
YJR001W,42
YJR002W,57.3
YJR003C,14.8
YJR004C,0.2
YJR005C-A,0.5
YJR005W,15.2
YJR006W,15
YJR007W,169.5
YJR008W,3.3
YJR009C,12173.6
YJR010C-A,71.9
YJR010W,15.8
YJR011C,7.8
YJR012C,8.8
YJR013W,16.1
YJR014W,134.7
YJR015W,51
YJR016C,653.9
YJR017C,85.8
YJR019C,9.7
YJR021C,5.3
YJR022W,21.9
YJR024C,54.1
YJR025C,88.7
YJR030C,6.7
YJR031C,13.1
YJR032W,36.1
YJR033C,8.9
YJR034W,31.1
YJR035W,4.1
YJR036C,1
YJR039W,2
YJR040W,19.7
YJR041C,19
YJR042W,30.2
YJR043C,15.9
YJR044C,91.1
YJR045C,852.8
YJR046W,16.4
YJR047C,209.5
YJR048W,86.9
YJR049C,17.1
YJR050W,13.5
YJR051W,26.1
YJR052W,701.5
YJR053W,6.1
YJR054W,4.9
YJR055W,64.3
YJR056C,16.4
YJR057W,25.3
YJR058C,33.1
YJR059W,21.5
YJR060W,51.4
YJR061W,0.2
YJR062C,12.9
YJR063W,99.6
YJR064W,192.1
YJR065C,147
YJR066W,6.3
YJR067C,18.8
YJR068W,39.5
YJR069C,117.7
YJR070C,267.5
YJR072C,75.5
YJR073C,54.8
YJR074W,34.1
YJR075W,88.6
YJR076C,74
YJR077C,188.7
YJR078W,3.6
YJR079W,1.7
YJR080C,25.1
YJR082C,21.3
YJR083C,11.4
YJR084W,10.6
YJR085C,168.7
YJR086W,72
YJR088C,85.7
YJR089W,4.8
YJR090C,9.4
YJR091C,15.9
YJR092W,21.5
YJR093C,16.1
YJR094C,7.5
YJR094W-A,1588.8
YJR095W,0.6
YJR096W,11.7
YJR097W,24.7
YJR098C,3.6
YJR099W,25.6
YJR100C,14.5
YJR101W,61.7
YJR102C,18.4
YJR103W,35.8
YJR104C,1306.8
YJR105W,437.4
YJR106W,4.4
YJR107W,0
YJR108W,1.1
YJR109C,331.8
YJR110W,4.9
YJR111C,15.8
YJR112W,25.1
YJR112W-A,11
YJR113C,35.2
YJR115W,0.6
YJR116W,14.2
YJR117W,71
YJR118C,71.2
YJR119C,3
YJR120W,125.1
YJR121W,321.6
YJR122W,5.8
YJR123W,3863
YJR124C,27.9
YJR125C,79.4
YJR126C,14.7
YJR127C,6.3
YJR129C,7.8
YJR130C,10.4
YJR131W,20
YJR132W,20.3
YJR133W,52.9
YJR134C,11.6
YJR135C,6.2
YJR135W-A,146.3
YJR136C,6.7
YJR137C,22.3
YJR138W,6.5
YJR139C,539.2
YJR140C,8.9
YJR141W,8.2
YJR142W,34
YJR143C,103.4
YJR144W,63.3
YJR145C,3707.7
YJR146W,6.3
YJR147W,6.5
YJR148W,217.5
YJR149W,0
YJR150C,0.5
YJR151C,0
YJR151W-A,0
YJR152W,0.1
YJR153W,0.3
YJR154W,0.6
YJR155W,0
YJR156C,1.5
YJR158W,0
YJR159W,1.7
YJR160C,0
YJR161C,22.8
YKL001C,30.8
YKL002W,50.6
YKL003C,38.4
YKL004W,57
YKL005C,9.8
YKL006C-A,37.3
YKL006W,3701.6
YKL007W,117.9
YKL008C,72
YKL009W,175.1
YKL010C,18.6
YKL011C,6.2
YKL012W,10.1
YKL013C,100.6
YKL014C,28.1
YKL015W,6.2
YKL016C,117.4
YKL017C,6.7
YKL018C-A,30.7
YKL018W,25.6
YKL019W,32.4
YKL020C,14.3
YKL021C,51.8
YKL022C,14.1
YKL023C-A,130.8
YKL023W,12.8
YKL024C,144.2
YKL025C,27.3
YKL026C,1.4
YKL027W,24.4
YKL028W,26.4
YKL029C,125.5
YKL032C,33.9
YKL033W,5.8
YKL033W-A,122.8
YKL034W,13.3
YKL035W,202
YKL037W,31.9
YKL038W,4.6
YKL039W,65.5
YKL040C,92.2
YKL041W,41.2
YKL042W,18.3
YKL043W,11.5
YKL044W,6.9
YKL045W,15.5
YKL046C,69.4
YKL047W,20.1
YKL048C,4
YKL049C,21.6
YKL050C,0
YKL051W,9.6
YKL052C,17.2
YKL053C-A,56.8
YKL054C,159.5
YKL055C,5.2
YKL056C,2523.7
YKL057C,23.5
YKL058W,72.7
YKL059C,14.6
YKL060C,9696.6
YKL061W,16
YKL062W,16.5
YKL063C,46.5
YKL064W,10
YKL065C,83.6
YKL065W-A,0
YKL067W,158.5
YKL068W,25.3
YKL068W-A,38.1
YKL069W,41.5
YKL070W,0.3
YKL071W,0
YKL072W,8.7
YKL073W,33.4
YKL074C,13.2
YKL075C,11.3
YKL077W,144.1
YKL078W,17.2
YKL079W,11.7
YKL080W,262
YKL081W,1462.4
YKL082C,47.4
YKL084W,36.8
YKL085W,83.8
YKL086W,5.2
YKL087C,21.2
YKL088W,17.5
YKL089W,7.3
YKL090W,4.8
YKL091C,14.1
YKL092C,8
YKL093W,0.4
YKL094W,60
YKL095W,10.3
YKL096C-B,0
YKL096W,378.2
YKL096W-A,2893
YKL098W,6.5
YKL099C,52.1
YKL100C,35.8
YKL101W,14.4
YKL103C,38.6
YKL104C,113.4
YKL105C,5.8
YKL106C-A,1
YKL106W,29.9
YKL107W,0.3
YKL108W,7.1
YKL109W,4.8
YKL110C,39.4
YKL112W,36.8
YKL113C,42.7
YKL114C,47.7
YKL116C,7.1
YKL117W,557.1
YKL119C,21.3
YKL120W,126
YKL121W,2.9
YKL122C,69
YKL124W,5.8
YKL125W,19
YKL126W,65.2
YKL127W,109.4
YKL128C,70.6
YKL129C,13.4
YKL130C,40.8
YKL132C,0.6
YKL133C,1.8
YKL134C,11
YKL135C,26.5
YKL137W,44.9
YKL138C,42.4
YKL138C-A,58.2
YKL139W,13.7
YKL140W,15.9
YKL141W,79.8
YKL142W,121.1
YKL143W,45.3
YKL144C,45
YKL145W,213.7
YKL146W,20.2
YKL148C,17.1
YKL149C,8.2
YKL150W,59.3
YKL151C,16
YKL152C,7701.3
YKL154W,36
YKL155C,9.6
YKL156W,973
YKL157W,64.2
YKL159C,10.7
YKL160W,130.6
YKL161C,4
YKL162C,2.9
YKL163W,66.3
YKL164C,649.8
YKL165C,25.3
YKL166C,28.8
YKL167C,27.3
YKL168C,5.6
YKL170W,37
YKL171W,2.5
YKL172W,117.5
YKL173W,13.8
YKL174C,17.1
YKL175W,48.3
YKL176C,5.1
YKL178C,1.5
YKL179C,26.3
YKL180W,2489.9
YKL181W,159.4
YKL182W,335.7
YKL183C-A,0
YKL183W,30.4
YKL184W,101.6
YKL185W,40.1
YKL186C,46.8
YKL187C,0.1
YKL188C,0.5
YKL189W,10.7
YKL190W,85.2
YKL191W,46
YKL192C,360.5
YKL193C,29.8
YKL194C,9.2
YKL195W,62.4
YKL196C,207.1
YKL197C,8.3
YKL198C,6.1
YKL201C,1.7
YKL203C,6
YKL204W,31.4
YKL205W,23.5
YKL206C,35.9
YKL207W,112.3
YKL208W,10.3
YKL209C,36.3
YKL210W,305.7
YKL211C,77.9
YKL212W,120.2
YKL213C,27.1
YKL214C,53.1
YKL215C,20.6
YKL216W,358.7
YKL217W,0.7
YKL218C,10.5
YKL219W,14.6
YKL220C,0.7
YKL221W,0.1
YKL222C,0.8
YKL224C,0
YKR001C,120.6
YKR002W,28
YKR003W,23.6
YKR004C,4.3
YKR005C,0.2
YKR006C,40.4
YKR007W,31.7
YKR008W,33.5
YKR009C,1.4
YKR010C,6.8
YKR011C,24.4
YKR013W,166.6
YKR014C,77.9
YKR015C,0
YKR016W,16.1
YKR017C,4.4
YKR018C,80.7
YKR019C,5.5
YKR020W,25
YKR021W,5.1
YKR022C,6.6
YKR023W,10.3
YKR024C,22.7
YKR025W,58.1
YKR026C,54.6
YKR027W,6
YKR028W,21.7
YKR029C,10.7
YKR030W,32.6
YKR031C,7.4
YKR034W,0.7
YKR035W-A,35.1
YKR036C,9.7
YKR037C,15.8
YKR038C,1019.1
YKR039W,6.6
YKR041W,61.5
YKR042W,661.9
YKR043C,223.3
YKR044W,6.3
YKR045C,8
YKR046C,23.4
YKR048C,199
YKR049C,41.8
YKR050W,0.5
YKR051W,5.1
YKR052C,22.3
YKR053C,0.9
YKR054C,2.7
YKR055W,15.3
YKR056W,44.2
YKR057W,1423.4
YKR058W,0.8
YKR059W,1902.4
YKR060W,31.9
YKR061W,1.8
YKR062W,40.6
YKR063C,8.2
YKR064W,5.3
YKR065C,66.8
YKR066C,105.2
YKR067W,20.5
YKR068C,44
YKR069W,5.2
YKR070W,45.6
YKR071C,93.5
YKR072C,30.4
YKR074W,898.2
YKR075C,10.3
YKR076W,6.3
YKR077W,17.5
YKR078W,4.9
YKR079C,13.8
YKR080W,100
YKR081C,118.8
YKR082W,35.5
YKR083C,12.4
YKR084C,48
YKR085C,48.4
YKR086W,7.4
YKR087C,23
YKR088C,38.7
YKR089C,11
YKR090W,14.8
YKR091W,11.7
YKR092C,148.6
YKR093W,151
YKR094C,3132.5
YKR095W,12.2
YKR095W-A,48.1
YKR096W,6.2
YKR097W,0.7
YKR098C,1.7
YKR099W,7.4
YKR100C,21
YKR101W,4
YKR102W,0
YKR103W,0
YKR104W,0
YKR105C,0
YKR106W,0.4
YLL001W,34.9
YLL002W,5.4
YLL003W,1.8
YLL004W,12.4
YLL005C,0
YLL006W,14.3
YLL006W-A,9.2
YLL007C,5.4
YLL008W,67.3
YLL009C,68.1
YLL010C,22.1
YLL011W,43.2
YLL012W,12.2
YLL013C,24.5
YLL014W,93.6
YLL015W,14.3
YLL018C,444.4
YLL018C-A,10.2
YLL019C,4.4
YLL021W,34.4
YLL022C,28.9
YLL023C,44.5
YLL024C,4679
YLL025W,1.5
YLL026W,141.9
YLL027W,31.6
YLL028W,17.7
YLL029W,32.8
YLL031C,20.4
YLL032C,8.4
YLL033W,6.5
YLL034C,37.2
YLL035W,12.3
YLL036C,16.8
YLL038C,13.3
YLL039C,224.5
YLL040C,17.9
YLL041C,33
YLL042C,2
YLL043W,29.5
YLL045C,2946.8
YLL046C,0.2
YLL048C,34.9
YLL049W,9.5
YLL050C,959
YLL051C,9.5
YLL052C,2.6
YLL053C,1.6
YLL054C,3
YLL055W,0.3
YLL056C,0.3
YLL057C,0.5
YLL058W,14.3
YLL060C,1.7
YLL061W,20.8
YLL062C,13.9
YLL063C,3.2
YLL064C,0.4
YLL066C,0
YLL066W-B,0.7
YLL067C,0
YLR001C,7.8
YLR002C,34.3
YLR003C,29
YLR004C,1.6
YLR005W,19.8
YLR006C,8.8
YLR007W,7.5
YLR008C,62.6
YLR009W,140.2
YLR010C,770.7
YLR011W,9.7
YLR012C,0.5
YLR013W,0.3
YLR014C,3
YLR015W,12.4
YLR016C,20.4
YLR017W,96.4
YLR018C,25.7
YLR019W,24.9
YLR020C,18.2
YLR021W,27.4
YLR022C,57.5
YLR023C,12
YLR024C,4.8
YLR025W,72.3
YLR026C,28.6
YLR027C,429.9
YLR028C,109.5
YLR029C,3710.7
YLR030W,0.9
YLR031W,0.5
YLR032W,7.6
YLR033W,22.8
YLR034C,48.3
YLR035C,4
YLR036C,17.6
YLR037C,1.5
YLR038C,108.6
YLR039C,11.3
YLR040C,7.7
YLR042C,18.5
YLR043C,691.4
YLR044C,12751.3
YLR045C,17.1
YLR046C,0.4
YLR047C,2.8
YLR048W,2272.3
YLR049C,20.2
YLR050C,41.2
YLR051C,44
YLR052W,27.8
YLR053C,0.4
YLR054C,0.7
YLR055C,22
YLR056W,315.2
YLR057W,9.7
YLR058C,577.5
YLR059C,32.7
YLR060W,284.4
YLR061W,2653
YLR063W,74.5
YLR064W,35.9
YLR065C,44.5
YLR066W,92.2
YLR067C,2.8
YLR068W,40.2
YLR069C,18.1
YLR070C,4.4
YLR071C,14.7
YLR072W,9.9
YLR073C,27.9
YLR074C,101.9
YLR075W,4652
YLR077W,10.5
YLR078C,42.9
YLR079W,40.2
YLR080W,2.9
YLR081W,0.3
YLR082C,8.6
YLR083C,86
YLR084C,14.5
YLR085C,10.5
YLR086W,7.6
YLR087C,2.3
YLR088W,35.9
YLR089C,70
YLR090W,21
YLR091W,5
YLR092W,1
YLR093C,56.3
YLR094C,20.1
YLR095C,15
YLR096W,12.5
YLR097C,8.4
YLR098C,3.8
YLR099C,11.6
YLR099W-A,62.4
YLR100W,127.9
YLR102C,12.8
YLR103C,7.1
YLR104W,36.6
YLR105C,5.9
YLR106C,23.9
YLR107W,11.6
YLR108C,18
YLR109W,3854.7
YLR110C,11626.7
YLR113W,78.7
YLR114C,21.4
YLR115W,12.8
YLR116W,12.1
YLR117C,10.5
YLR118C,56.6
YLR119W,10.6
YLR120C,40.3
YLR121C,16.2
YLR125W,1
YLR126C,22.2
YLR127C,3.2
YLR128W,8.9
YLR129W,46
YLR130C,15.4
YLR131C,11.1
YLR132C,6.1
YLR133W,21.3
YLR134W,516.3
YLR135W,3.1
YLR136C,22.3
YLR137W,8.4
YLR138W,14.8
YLR139C,5.4
YLR141W,3.2
YLR142W,9.5
YLR143W,352
YLR144C,11.3
YLR145W,13.2
YLR146C,21.4
YLR146W-A,47.9
YLR147C,46.9
YLR148W,13.3
YLR149C,0.9
YLR150W,1949
YLR151C,8.3
YLR152C,1.8
YLR153C,218.7
YLR154C,41.5
YLR154C-G,90.5
YLR154C-H,4.4
YLR154W-C,0.8
YLR155C,2.7
YLR156C-A,0.9
YLR156W,2533.7
YLR157C,2.7
YLR157C-C,6.2
YLR157W-D,5.5
YLR157W-E,4637.7
YLR158C,1.5
YLR159C-A,0.9
YLR159W,2631.6
YLR160C,2.4
YLR161W,2856
YLR162W,2520.3
YLR162W-A,0.7
YLR163C,30.7
YLR164W,1.1
YLR165C,3.5
YLR166C,18.3
YLR167W,4929.9
YLR168C,8.4
YLR170C,55
YLR172C,153.9
YLR173W,5.6
YLR174W,0.5
YLR175W,310.3
YLR176C,4.4
YLR177W,3.3
YLR178C,6.1
YLR179C,229.1
YLR180W,574.6
YLR181C,20.2
YLR182W,16.4
YLR183C,28.4
YLR185W,2717.7
YLR186W,93.2
YLR187W,13.7
YLR188W,18.3
YLR189C,4.7
YLR190W,26
YLR191W,11.5
YLR192C,235.8
YLR193C,39.3
YLR194C,42.5
YLR195C,76.6
YLR196W,91
YLR197W,410.4
YLR199C,41.1
YLR200W,94.6
YLR201C,30.7
YLR203C,36.7
YLR204W,49
YLR205C,5.9
YLR206W,24
YLR207W,12
YLR208W,242
YLR209C,44.4
YLR210W,9.8
YLR211C,4.8
YLR212C,23.5
YLR213C,4.6
YLR214W,95.9
YLR215C,16.3
YLR216C,312.2
YLR218C,7
YLR219W,13.2
YLR220W,47.5
YLR221C,77.5
YLR222C,55.3
YLR223C,13.3
YLR224W,8.3
YLR225C,40.6
YLR226W,13.3
YLR227C,1.8
YLR228C,7.6
YLR229C,121.6
YLR231C,56.2
YLR233C,1.6
YLR234W,3.1
YLR237W,10.8
YLR238W,6.5
YLR239C,14.8
YLR240W,8.3
YLR241W,14.3
YLR242C,6.9
YLR243W,34
YLR244C,297
YLR245C,43.8
YLR246W,12.1
YLR247C,9.3
YLR248W,35.4
YLR249W,2376.8
YLR250W,95.2
YLR251W,1.5
YLR253W,10.6
YLR254C,12.4
YLR256W,27.2
YLR257W,111.7
YLR258W,14.2
YLR259C,642.4
YLR260W,10
YLR261C,102.1
YLR262C,64.1
YLR262C-A,518.1
YLR263W,0.4
YLR264C-A,0
YLR264W,1430.2
YLR265C,7.8
YLR266C,2.8
YLR267W,3.1
YLR268W,80.7
YLR270W,39.6
YLR271W,3.8
YLR272C,8.3
YLR273C,1.4
YLR274W,24.3
YLR275W,35.2
YLR276C,51.9
YLR277C,14.3
YLR278C,6.5
YLR281C,5.9
YLR283W,4.2
YLR284C,4.6
YLR285C-A,322.6
YLR285W,67.4
YLR286C,478.3
YLR287C,32.3
YLR287C-A,2308.2
YLR288C,3.9
YLR289W,3.4
YLR290C,12.5
YLR291C,59.4
YLR292C,74.9
YLR293C,1288.9
YLR295C,101.1
YLR297W,4.7
YLR298C,16.3
YLR299W,18.8
YLR300W,479.4
YLR301W,226.7
YLR303W,0.1
YLR304C,392.6
YLR305C,17.6
YLR306W,12.7
YLR307C-A,0
YLR307W,1.3
YLR308W,0
YLR309C,13.3
YLR310C,10.1
YLR312C,0.6
YLR312W-A,30.5
YLR313C,1.9
YLR314C,124
YLR315W,9.1
YLR316C,15.2
YLR318W,1
YLR319C,13.1
YLR320W,0.9
YLR321C,33
YLR323C,16
YLR324W,17.7
YLR325C,3501.8
YLR326W,12
YLR327C,19.1
YLR328W,37
YLR329W,0
YLR330W,73.4
YLR332W,34.7
YLR333C,1467
YLR335W,491.3
YLR336C,24.7
YLR337C,26.1
YLR340W,3325.5
YLR341W,0
YLR342W,238.6
YLR342W-A,33.1
YLR343W,0.1
YLR344W,1419.9
YLR345W,8.5
YLR346C,4.5
YLR347C,80.7
YLR348C,86.3
YLR350W,47.6
YLR351C,80
YLR352W,5.2
YLR353W,5.1
YLR354C,333
YLR355C,2023.2
YLR356W,18.1
YLR357W,21.8
YLR358C,0
YLR359W,189.8
YLR360W,8.3
YLR361C,9.8
YLR361C-A,27.3
YLR362W,13
YLR363C,31.4
YLR363W-A,66.3
YLR364W,21.9
YLR367W,426
YLR368W,7
YLR369W,14.6
YLR370C,126.4
YLR371W,7.1
YLR372W,199
YLR373C,10.6
YLR375W,14.9
YLR376C,5.9
YLR377C,1.2
YLR378C,189.1
YLR380W,56.5
YLR381W,3.3
YLR382C,6.3
YLR383W,5.7
YLR384C,0.8
YLR385C,5.4
YLR386W,13.4
YLR387C,53
YLR388W,1843.7
YLR389C,27.4
YLR390W,25.6
YLR390W-A,629.8
YLR392C,5
YLR393W,14.4
YLR394W,2
YLR395C,112.6
YLR396C,11.5
YLR397C,32.1
YLR398C,30.5
YLR399C,48.4
YLR401C,33.7
YLR403W,16.6
YLR404W,7.7
YLR405W,15.2
YLR406C,887.6
YLR406C-A,0
YLR407W,20.6
YLR408C,13.4
YLR409C,55.6
YLR410W,61.9
YLR411W,3.1
YLR412C-A,0.6
YLR412W,13
YLR413W,196.5
YLR414C,56.5
YLR415C,31.3
YLR417W,7.6
YLR418C,32.5
YLR419W,10.8
YLR420W,115.9
YLR421C,158.2
YLR422W,6
YLR423C,3.7
YLR424W,6.2
YLR425W,3.3
YLR426W,10.4
YLR427W,14.4
YLR429W,92.2
YLR430W,10.6
YLR431C,1.9
YLR432W,399.3
YLR433C,25.9
YLR435W,70.8
YLR436C,7.1
YLR437C,54.9
YLR438C-A,125
YLR438W,238.7
YLR439W,25.1
YLR440C,21
YLR441C,2304
YLR442C,7.8
YLR443W,6
YLR445W,0
YLR446W,2.2
YLR447C,357.1
YLR448W,1957.6
YLR449W,129.8
YLR450W,20.5
YLR451W,6
YLR452C,35.7
YLR453C,0.9
YLR454W,4.8
YLR455W,21
YLR456W,4.8
YLR457C,5.7
YLR459W,28.8
YLR460C,1.6
YLR461W,0
YLR462W,0
YLR464W,0
YLR466W,0.1
YLR467W,0.2
YML001W,170
YML002W,0.4
YML003W,3.8
YML004C,180.3
YML005W,7.5
YML006C,9.7
YML007C-A,186.3
YML007W,35.9
YML008C,340.9
YML009C,66.7
YML010W,87.1
YML011C,15.3
YML012W,222.7
YML013W,28.1
YML014W,45.9
YML015C,12.4
YML016C,19.6
YML017W,38
YML018C,26.9
YML019W,41.5
YML020W,5.9
YML021C,28.2
YML022W,286.7
YML023C,4.4
YML024W,3446.8
YML025C,30.7
YML026C,2462.8
YML027W,19.5
YML028W,2822
YML029W,13.1
YML030W,33.2
YML031W,25
YML032C,14.2
YML034W,16.1
YML035C,42.2
YML036W,25.2
YML037C,4.5
YML038C,19.3
YML041C,11.1
YML042W,0.5
YML043C,6
YML046W,10.5
YML047C,0
YML048W,152.8
YML049C,15.1
YML050W,3.7
YML051W,4.9
YML052W,115.5
YML053C,24.6
YML054C,0.3
YML054C-A,0
YML055W,59.7
YML056C,307.4
YML057W,29
YML058W,490.1
YML058W-A,19.4
YML059C,12.3
YML060W,19.9
YML061C,8.7
YML062C,15.7
YML063W,2817.3
YML064C,24.5
YML065W,12.1
YML066C,1.7
YML067C,62.6
YML068W,3.5
YML069W,94.5
YML070W,99
YML071C,12.2
YML072C,80.8
YML073C,2531.6
YML074C,215.7
YML075C,22.2
YML076C,5.7
YML077W,30.2
YML078W,304.1
YML079W,109.2
YML080W,24.6
YML081C-A,215.9
YML081W,6.5
YML082W,15.8
YML083C,0.1
YML085C,192.8
YML086C,87.9
YML087C,1.5
YML088W,21.4
YML091C,6.8
YML092C,211.4
YML093W,45.5
YML094W,54.9
YML095C,7.7
YML096W,13.2
YML097C,22
YML098W,31.5
YML099C,4.6
YML100W,9.4
YML100W-A,0
YML101C,44.4
YML102W,19.7
YML103C,30.6
YML104C,3.3
YML105C,85.3
YML106W,261
YML107C,7.4
YML108W,50.1
YML109W,9.5
YML110C,85.5
YML111W,13.6
YML112W,15.8
YML113W,21.6
YML114C,10.6
YML115C,44.1
YML116W,17.8
YML117W,19.2
YML118W,0.6
YML119W,14.1
YML120C,17.9
YML121W,29.7
YML123C,793.1
YML124C,125.7
YML125C,174.8
YML126C,342.2
YML127W,32.6
YML128C,5.8
YML129C,64.9
YML130C,64.8
YML131W,43.1
YML132W,34.2
YML133C,0
YMR001C,24.7
YMR001C-A,4.6
YMR002W,290.3
YMR003W,13.6
YMR004W,22.8
YMR005W,29
YMR006C,34.9
YMR008C,20.8
YMR009W,25.5
YMR010W,25.4
YMR011W,131.8
YMR012W,151.9
YMR013C,8.8
YMR014W,33.8
YMR015C,89.8
YMR016C,12.4
YMR017W,0.8
YMR018W,0
YMR019W,5
YMR020W,8.7
YMR021C,11.5
YMR022W,78.2
YMR023C,24.9
YMR024W,27.9
YMR025W,4.1
YMR026C,8.3
YMR027W,68.3
YMR028W,12.2
YMR029C,24.8
YMR030W,3.8
YMR030W-A,16
YMR031C,34.8
YMR032W,9.7
YMR033W,45.4
YMR034C,2
YMR035W,10.1
YMR036C,7.9
YMR037C,18.1
YMR038C,172.3
YMR039C,51.6
YMR040W,2.7
YMR041C,8
YMR042W,11.8
YMR043W,26.8
YMR044W,25.9
YMR047C,27.7
YMR048W,14.6
YMR049C,75.3
YMR052W,8.4
YMR053C,0.7
YMR054W,23.1
YMR055C,3.6
YMR056C,1.6
YMR058W,273.6
YMR059W,20.5
YMR060C,15
YMR061W,19.7
YMR062C,105.9
YMR063W,7.1
YMR064W,5.8
YMR065W,0.5
YMR066W,4.3
YMR067C,34.6
YMR068W,2.6
YMR069W,3.3
YMR070W,12
YMR071C,80.9
YMR072W,181.4
YMR073C,41.4
YMR074C,118.4
YMR075W,8.7
YMR076C,14.1
YMR077C,7.4
YMR078C,9.9
YMR079W,282.2
YMR080C,37.5
YMR081C,0.3
YMR083W,312.1
YMR084W,0.2
YMR085W,0
YMR086W,19.9
YMR087W,6.4
YMR088C,19.4
YMR089C,26.9
YMR090W,6.3
YMR091C,69.8
YMR092C,85.5
YMR093W,49.9
YMR094W,3.6
YMR095C,0.2
YMR096W,3.6
YMR097C,11.1
YMR098C,8
YMR099C,152.4
YMR100W,12.4
YMR101C,0.1
YMR102C,10
YMR104C,3.9
YMR105C,5.5
YMR105W-A,0
YMR106C,5.1
YMR107W,0.8
YMR108W,396.9
YMR109W,34.1
YMR110C,27.5
YMR111C,3.9
YMR112C,32
YMR113W,22.4
YMR114C,4.4
YMR115W,13.2
YMR116C,3021.7
YMR117C,12.5
YMR118C,0
YMR119W,10.3
YMR120C,129.2
YMR121C,839.1
YMR122W-A,650.2
YMR123W,142.3
YMR124W,8.9
YMR125W,69.6
YMR126C,4.1
YMR127C,6.3
YMR128W,27
YMR129W,31.3
YMR130W,29.1
YMR131C,105.6
YMR132C,9.7
YMR133W,0.2
YMR134W,26.8
YMR135C,9.6
YMR136W,8.1
YMR137C,3.8
YMR138W,12.3
YMR139W,17.6
YMR140W,15.9
YMR142C,3251.3
YMR143W,1937
YMR144W,15.4
YMR145C,104.2
YMR146C,282.8
YMR147W,12.8
YMR148W,31.6
YMR149W,135.1
YMR150C,18
YMR152W,51.3
YMR153W,27.9
YMR154C,2.6
YMR155W,8.5
YMR156C,6.2
YMR157C,23.8
YMR158C-A,0.9
YMR158W,35.2
YMR159C,4.1
YMR160W,4.1
YMR161W,41
YMR162C,7.4
YMR163C,3.6
YMR164C,6.6
YMR165C,11.4
YMR166C,6.3
YMR167W,6.9
YMR168C,4
YMR169C,9.2
YMR170C,14.4
YMR171C,16.3
YMR172W,7.3
YMR173W,149.4
YMR174C,10.6
YMR175W,1.7
