ORF,WT_1
YJL043W,0
YJL044C,18
YJL045W,0.7
YJL046W,10
YJL047C,5.4
YJL047C-A,4.6
YJL048C,5.7
YJL049W,9.2
YJL050W,64.8
YJL051W,9.2
YJL052C-A,0
YJL052W,4050.2
YJL053W,21
YJL054W,29.1
YJL055W,84.3
YJL056C,2.8
YJL057C,3.6
YJL058C,4.8
YJL059W,9.1
YJL060W,45.9
YJL061W,25
YJL062W,19.9
YJL062W-A,97.1
YJL063C,42.2
YJL065C,25.5
YJL066C,24.1
YJL068C,73.5
YJL069C,34.8
YJL070C,5.1
YJL071W,6.6
YJL072C,18.1
YJL073W,11.6
YJL074C,15.6
YJL076W,37.8
YJL077C,0.2
YJL077W-A,7.1
YJL077W-B,0
YJL078C,42.7
YJL079C,50.6
YJL080C,222.2
YJL081C,28.4
YJL082W,16.6
YJL083W,4.3
YJL084C,9.2
YJL085W,11.5
YJL087C,15.6
YJL088W,6
YJL089W,0.1
YJL090C,4.3
YJL091C,23.8
YJL092W,5.5
YJL093C,3.5
YJL094C,11.8
YJL095W,6.2
YJL096W,58.7
YJL097W,114.7
YJL098W,14.9
YJL099W,7.6
YJL100W,2.6
YJL101C,26.9
YJL102W,4.2
YJL103C,0.7
YJL104W,95.7
YJL105W,0.7
YJL106W,0
YJL107C,4.2
YJL108C,1.3
YJL109C,42.3
YJL110C,13.8
YJL111W,138.3
YJL112W,8.4
YJL115W,49.5
YJL116C,1.6
YJL117W,141
YJL118W,5.3
YJL121C,211.1
YJL122W,92.4
YJL123C,61.8
YJL124C,111.7
YJL125C,26.3
YJL126W,10.9
YJL127C,6.6
YJL127C-B,24.5
YJL128C,21.2
YJL129C,5.3
YJL130C,165.9
YJL131C,9.5
YJL132W,2.6
YJL133C-A,100.4
YJL133W,14.2
YJL134W,34
YJL136C,2040.6
YJL136W-A,0
YJL137C,9.3
YJL138C,1862.8
YJL139C,7.9
YJL140W,79.5
YJL141C,7.9
YJL143W,146.1
YJL144W,6.1
YJL145W,71.1
YJL146W,9.3
YJL147C,5.4
YJL148W,97.8
YJL149W,10.1
YJL151C,174.9
YJL153C,0.4
YJL154C,26.8
YJL155C,9.4
YJL156C,11.7
YJL157C,26.2
YJL158C,954.9
YJL159W,1396.9
YJL160C,0.3
YJL161W,3.2
YJL162C,6
YJL163C,3.2
YJL164C,14.8
YJL165C,14.1
YJL166W,111.6
YJL167W,287.2
YJL168C,18.3
YJL170C,8.2
YJL171C,101.3
YJL172W,135.3
YJL173C,108.3
YJL174W,122.6
YJL176C,18.5
YJL177W,1476.6
YJL178C,79.7
YJL179W,72.4
YJL180C,17.8
YJL181W,5.2
YJL183W,65.3
YJL184W,52.9
YJL185C,4.5
YJL186W,64.7
YJL187C,5.2
YJL189W,4442.4
YJL190C,3170
YJL191W,1006.8
YJL192C,113.5
YJL193W,11.6
YJL194W,10
YJL196C,102.4
YJL197W,14.1
YJL198W,26.2
YJL200C,59.9
YJL201W,16.5
YJL203W,14.4
YJL204C,10.8
YJL205C,44.2
YJL206C,3.7
YJL207C,12.3
YJL208C,32.5
YJL209W,4.8
YJL210W,9
YJL212C,34.4
YJL213W,0.2
YJL214W,1
YJL216C,0.1
YJL217W,140.5
YJL218W,10.2
YJL219W,0.5
YJL221C,1.4
YJL222W,3.8
YJL223C,0
YJL225C,0.4
YJR001W,35
YJR002W,42.2
YJR003C,18.3
YJR004C,0.4
YJR005C-A,7.3
YJR005W,19.7
YJR006W,16
YJR007W,244.5
YJR008W,2.4
YJR009C,13669.1
YJR010C-A,69.6
YJR010W,17.9
YJR011C,10
YJR012C,9.2
YJR013W,20.6
YJR014W,162.5
YJR015W,73
YJR016C,481.5
YJR017C,83.8
YJR019C,10.1
YJR021C,4.6
YJR022W,15.6
YJR024C,53.4
YJR025C,49.1
YJR030C,11.3
YJR031C,11.4
YJR032W,38.6
YJR033C,8.6
YJR034W,31.4
YJR035W,3.6
YJR036C,0.7
YJR039W,1.8
YJR040W,14.8
YJR041C,18.3
YJR042W,26.6
YJR043C,19.9
YJR044C,87.8
YJR045C,945
YJR046W,14.7
YJR047C,249.3
YJR048W,52.4
YJR049C,21.6
YJR050W,15
YJR051W,31.6
YJR052W,866.8
YJR053W,4.8
YJR054W,6.7
YJR055W,49
YJR056C,15
YJR057W,28.9
YJR058C,26.7
YJR059W,21.4
YJR060W,56.6
YJR061W,1.7
YJR062C,13.3
YJR063W,96.1
YJR064W,179.6
YJR065C,127.5
YJR066W,6.7
YJR067C,18
YJR068W,39.6
YJR069C,127.4
YJR070C,256.9
YJR072C,67.9
YJR073C,53.4
YJR074W,30
YJR075W,84.7
YJR076C,59.3
YJR077C,177.7
YJR078W,1.8
YJR079W,1.7
YJR080C,25.6
YJR082C,24.6
YJR083C,14.9
YJR084W,11.2
YJR085C,167.1
YJR086W,84
YJR088C,69.4
YJR089W,4.7
YJR090C,9.1
YJR091C,16.5
YJR092W,23.5
YJR093C,20.4
YJR094C,6.3
YJR094W-A,1661
YJR095W,0.5
YJR096W,18
YJR097W,18.5
YJR098C,3.2
YJR099W,29.2
YJR100C,11.7
YJR101W,57.2
YJR102C,13.9
YJR103W,23.5
YJR104C,1167.3
YJR105W,442.4
YJR106W,4.7
YJR107W,0.1
YJR108W,2.5
YJR109C,58.2
YJR110W,5.6
YJR111C,15.5
YJR112W,22.2
YJR112W-A,12
YJR113C,38.2
YJR115W,1.3
YJR116W,19.3
YJR117W,104.9
YJR118C,75.5
YJR119C,3.7
YJR120W,159.3
YJR121W,291.1
YJR122W,6.5
YJR123W,3789.8
YJR124C,21.2
YJR125C,62.8
YJR126C,18.3
YJR127C,3.4
YJR129C,8.4
YJR130C,5.7
YJR131W,22.8
YJR132W,23.7
YJR133W,45.7
YJR134C,13.3
YJR135C,6.3
YJR135W-A,113.4
YJR136C,6.2
YJR137C,27.2
YJR138W,5.7
YJR139C,533
YJR140C,9.6
YJR141W,9.3
YJR142W,37.7
YJR143C,109.3
YJR144W,48.8
YJR145C,4101.1
YJR146W,7.9
YJR147W,8.2
YJR148W,283.6
YJR149W,0.2
YJR150C,9.7
YJR151C,0.2
YJR151W-A,0
YJR152W,0.1
YJR153W,0.6
YJR154W,0.2
YJR155W,0.1
YJR156C,0.7
YJR158W,0
YJR159W,1.2
YJR160C,0.2
YJR161C,22.2
YKL001C,62.6
YKL002W,43.1
YKL003C,47.9
YKL004W,64.8
YKL005C,8.8
YKL006C-A,39.4
YKL006W,3367.6
YKL007W,85.4
YKL008C,95.6
YKL009W,181.7
YKL010C,19.5
YKL011C,7.3
YKL012W,10.9
YKL013C,139.1
YKL014C,25.5
YKL015W,5.1
YKL016C,97.8
YKL017C,6.2
YKL018C-A,32.1
YKL018W,25.9
YKL019W,24.5
YKL020C,14.5
YKL021C,45.1
YKL022C,11.8
YKL023C-A,130.6
YKL023W,15.5
YKL024C,150.8
YKL025C,22.4
YKL026C,1.1
YKL027W,25.9
YKL028W,21.1
YKL029C,119
YKL032C,40.6
YKL033W,4.6
YKL033W-A,110.8
YKL034W,12.7
YKL035W,177.8
YKL037W,34.8
YKL038W,5.2
YKL039W,76.2
YKL040C,64.8
YKL041W,34.5
YKL042W,20.3
YKL043W,17.6
YKL044W,13.1
YKL045W,17.2
YKL046C,67.3
YKL047W,16.4
YKL048C,5
YKL049C,21.1
YKL050C,0
YKL051W,7.4
YKL052C,15.3
YKL053C-A,75.3
YKL054C,178.3
YKL055C,5.6
YKL056C,2850.2
YKL057C,23.7
YKL058W,77.5
YKL059C,13.3
YKL060C,11083.5
YKL061W,16.5
YKL062W,5.2
YKL063C,51.3
YKL064W,11.4
YKL065C,106.4
YKL065W-A,0.8
YKL067W,193.1
YKL068W,28.7
YKL068W-A,46.2
YKL069W,43.4
YKL070W,0
YKL071W,1.2
YKL072W,7.6
YKL073W,37
YKL074C,12
YKL075C,13.5
YKL077W,138.2
YKL078W,12.8
YKL079W,14.4
YKL080W,257.2
YKL081W,1424.9
YKL082C,51.9
YKL084W,50.9
YKL085W,95.1
YKL086W,6.3
YKL087C,25.6
YKL088W,18
YKL089W,8.4
YKL090W,6
YKL091C,11.5
YKL092C,8.9
YKL093W,0.5
YKL094W,48
YKL095W,10.1
YKL096C-B,0
YKL096W,154.3
YKL096W-A,1904.2
YKL098W,4.4
YKL099C,50
YKL100C,34
YKL101W,16.7
YKL103C,32.2
YKL104C,111.3
YKL105C,7
YKL106C-A,1.3
YKL106W,26.3
YKL107W,0.3
YKL108W,9.2
YKL109W,4.5
YKL110C,40.9
YKL112W,37.2
YKL113C,37
YKL114C,40
YKL116C,10.6
YKL117W,476.5
YKL119C,30.8
YKL120W,148.9
YKL121W,2.7
YKL122C,96.8
YKL124W,6.7
YKL125W,17.8
YKL126W,38.4
YKL127W,97.2
YKL128C,58.2
YKL129C,14.8
YKL130C,35.3
YKL132C,0.9
YKL133C,2.5
YKL134C,8.7
YKL135C,23.8
YKL137W,50.7
YKL138C,70.4
YKL138C-A,57.6
YKL139W,14.1
YKL140W,24.5
YKL141W,79.9
YKL142W,109.9
YKL143W,46.1
YKL144C,38
YKL145W,148.2
YKL146W,19.9
YKL148C,15.2
YKL149C,7.6
YKL150W,48.2
YKL151C,17.4
YKL152C,8709.3
YKL154W,47.5
YKL155C,10
YKL156W,952.6
YKL157W,86.4
YKL159C,9.2
YKL160W,104.5
YKL161C,0.5
YKL162C,3.7
YKL163W,77.4
YKL164C,672
YKL165C,30.5
YKL166C,24
YKL167C,44.2
YKL168C,5.9
YKL170W,56.8
YKL171W,3
YKL172W,106
YKL173W,12.6
YKL174C,17.7
YKL175W,49
YKL176C,5.5
YKL178C,1.1
YKL179C,25.4
YKL180W,2569.6
YKL181W,154.7
YKL182W,341.7
YKL183C-A,0
YKL183W,28.1
YKL184W,89.3
YKL185W,36.6
YKL186C,46.9
YKL187C,0.2
YKL188C,0.4
YKL189W,10.8
YKL190W,101.7
YKL191W,33.2
YKL192C,321.4
YKL193C,35.3
YKL194C,10.3
YKL195W,68.5
YKL196C,192.7
YKL197C,7.9
YKL198C,8.3
YKL201C,1.9
YKL203C,6.3
YKL204W,35.1
YKL205W,22.1
YKL206C,26.9
YKL207W,113.2
YKL208W,10.8
YKL209C,43.5
YKL210W,242
YKL211C,72.1
YKL212W,134.6
YKL213C,27.3
YKL214C,52.3
YKL215C,21.5
YKL216W,500.7
YKL217W,0.2
YKL218C,8.9
YKL219W,12.4
YKL220C,0.6
YKL221W,0
YKL222C,1
YKL224C,0.5
YKR001C,137.8
YKR002W,21
YKR003W,30.4
YKR004C,5.8
YKR005C,0.2
YKR006C,48.1
YKR007W,34
YKR008W,34.1
YKR009C,1.1
YKR010C,7.6
YKR011C,28.2
YKR013W,146
YKR014C,91.2
YKR015C,0
YKR016W,22.1
YKR017C,4.4
YKR018C,61.6
YKR019C,5.3
YKR020W,20
YKR021W,6.3
YKR022C,7.1
YKR023W,9.7
YKR024C,20.3
YKR025W,43.2
YKR026C,56.1
YKR027W,7.7
YKR028W,19.7
YKR029C,11.3
YKR030W,23.8
YKR031C,7.6
YKR034W,0.4
YKR035W-A,50.4
YKR036C,7.2
YKR037C,15.3
YKR038C,978.3
YKR039W,4.1
YKR041W,57.5
YKR042W,653.6
YKR043C,188.7
YKR044W,5.9
YKR045C,9.8
YKR046C,21.5
YKR048C,139.8
YKR049C,35.8
YKR050W,0.3
YKR051W,5.3
YKR052C,15.7
YKR053C,4.8
YKR054C,2.8
YKR055W,13.2
YKR056W,33.8
YKR057W,1487.6
YKR058W,0.7
YKR059W,1878
YKR060W,32.9
YKR061W,1.1
YKR062W,36.9
YKR063C,9.8
YKR064W,4.4
YKR065C,101.5
YKR066C,87.7
YKR067W,21.2
YKR068C,52.4
YKR069W,5.6
YKR070W,37.4
YKR071C,71
YKR072C,26.2
YKR074W,736.5
YKR075C,5.6
YKR076W,5.9
YKR077W,13.3
YKR078W,4.9
YKR079C,13.3
YKR080W,65.6
YKR081C,112.4
YKR082W,30.9
YKR083C,18.9
YKR084C,44
YKR085C,46.8
YKR086W,5.3
YKR087C,19.6
YKR088C,34
YKR089C,10.8
YKR090W,15.7
YKR091W,7.2
YKR092C,114.3
YKR093W,60.2
YKR094C,3132.8
YKR095W,18.5
YKR095W-A,60.5
YKR096W,7.8
YKR097W,0.4
YKR098C,1.8
YKR099W,8.2
YKR100C,24.3
YKR101W,4.2
YKR102W,0
YKR103W,0.2
YKR104W,0.1
YKR105C,0.1
YKR106W,0.2
YLL001W,29.5
YLL002W,6
YLL003W,2.8
YLL004W,8.7
YLL005C,0
YLL006W,15
YLL006W-A,9.8
YLL007C,6.3
YLL008W,56.5
YLL009C,72.3
YLL010C,25.6
YLL011W,39.5
YLL012W,17.5
YLL013C,33.6
YLL014W,100.5
YLL015W,14
YLL018C,359.1
YLL018C-A,16.8
YLL019C,5.9
YLL021W,33.9
YLL022C,25.5
YLL023C,40
YLL024C,4908.3
YLL025W,3.2
YLL026W,141.3
YLL027W,35
YLL028W,15.9
YLL029W,32.7
YLL031C,23.3
YLL032C,10.1
YLL033W,4.5
YLL034C,33.6
YLL035W,9.3
YLL036C,20.1
YLL038C,13.1
YLL039C,153.6
YLL040C,18.7
YLL041C,22.7
YLL042C,2.5
YLL043W,25.1
YLL045C,2755.7
YLL046C,0
YLL048C,39.2
YLL049W,11.4
YLL050C,967
YLL051C,12.5
YLL052C,5.9
YLL053C,2.7
YLL054C,2.9
YLL055W,0.6
YLL056C,0.7
YLL057C,0
YLL058W,13.9
YLL060C,0.8
YLL061W,18.3
YLL062C,15.1
YLL063C,3.4
YLL064C,0.5
YLL066C,0
YLL066W-B,0
YLL067C,0
YLR001C,9.4
YLR002C,35.3
YLR003C,43.3
YLR004C,1.2
YLR005W,18
YLR006C,8.4
YLR007W,6.7
YLR008C,71.4
YLR009W,145.4
YLR010C,512.4
YLR011W,14.2
YLR012C,0.3
YLR013W,0
YLR014C,2.7
YLR015W,10.8
YLR016C,12.5
YLR017W,81.4
YLR018C,28.7
YLR019W,19.5
YLR020C,15.6
YLR021W,26.6
YLR022C,47.4
YLR023C,11.6
YLR024C,5.3
YLR025W,61.8
YLR026C,33.5
YLR027C,387.3
YLR028C,104.1
YLR029C,3961.6
YLR030W,0.8
YLR031W,0.9
YLR032W,7.5
YLR033W,25.3
YLR034C,70.8
YLR035C,2.9
YLR036C,19.3
YLR037C,3.5
YLR038C,83.2
YLR039C,10.3
YLR040C,14.8
YLR042C,18.5
YLR043C,720
YLR044C,13595
YLR045C,16.6
YLR046C,0
YLR047C,4.5
YLR048W,2116.6
YLR049C,23
YLR050C,47.1
YLR051C,38.3
YLR052W,23.2
YLR053C,0.3
YLR054C,0.3
YLR055C,15.7
YLR056W,349.7
YLR057W,9.7
YLR058C,559.9
YLR059C,29.6
YLR060W,242.3
YLR061W,2846.2
YLR063W,68.3
YLR064W,52.2
YLR065C,62.8
YLR066W,89.6
YLR067C,3.2
YLR068W,35.7
YLR069C,20.5
YLR070C,2.1
YLR071C,13.8
YLR072W,9.7
YLR073C,22.3
YLR074C,89.1
YLR075W,4717.9
YLR077W,10.9
YLR078C,38.4
YLR079W,32.2
YLR080W,3.2
YLR081W,0.5
YLR082C,8.2
YLR083C,93.3
YLR084C,14.6
YLR085C,10.5
YLR086W,8.2
YLR087C,2.7
YLR088W,33.2
YLR089C,58.4
YLR090W,19.7
YLR091W,6.7
YLR092W,1.9
YLR093C,54.4
YLR094C,22.5
YLR095C,17.2
YLR096W,12.4
YLR097C,6.6
YLR098C,4.2
YLR099C,14
YLR099W-A,51
YLR100W,123.6
YLR102C,12.5
YLR103C,7.8
YLR104W,39.6
YLR105C,7.2
YLR106C,21.6
YLR107W,13.1
YLR108C,15.6
YLR109W,4471.2
YLR110C,10549
YLR113W,67.3
YLR114C,20.4
YLR115W,10.8
YLR116W,14.1
YLR117C,10.4
YLR118C,57.4
YLR119W,10.5
YLR120C,37
YLR121C,9.9
YLR125W,2.1
YLR126C,26.3
YLR127C,4.1
YLR128W,9.8
YLR129W,35.4
YLR130C,18
YLR131C,9.7
YLR132C,8.1
YLR133W,18.1
YLR134W,627.2
YLR135W,3
YLR136C,45.9
YLR137W,7.9
YLR138W,19.6
YLR139C,6.7
YLR141W,4.7
YLR142W,2.6
YLR143W,321.3
YLR144C,11.7
YLR145W,11.3
YLR146C,24.3
YLR146W-A,33.8
YLR147C,39.9
YLR148W,15.9
YLR149C,1.5
YLR150W,1913.8
YLR151C,5.1
YLR152C,2.1
YLR153C,267.2
YLR154C,39.5
YLR154C-G,65
YLR154C-H,4.1
YLR154W-C,0.5
YLR155C,2.4
YLR156C-A,0
YLR156W,1587.6
YLR157C,2.7
YLR157C-C,2.3
YLR157W-D,13.3
YLR157W-E,2836
YLR158C,3.2
YLR159C-A,0
YLR159W,1497.6
YLR160C,3.1
YLR161W,1560.8
YLR162W,1563
YLR162W-A,0
YLR163C,39
YLR164W,1.3
YLR165C,3.2
YLR166C,16.8
YLR167W,5293.5
YLR168C,9.5
YLR170C,71.7
YLR172C,153.9
YLR173W,6.6
YLR174W,0.2
YLR175W,300.4
YLR176C,5.8
YLR177W,2.5
YLR178C,13.1
YLR179C,280.9
YLR180W,498.9
YLR181C,22.8
YLR182W,14.7
YLR183C,23.6
YLR185W,2948.5
YLR186W,85.4
YLR187W,13.6
YLR188W,15.6
YLR189C,5.9
YLR190W,28.7
YLR191W,13.6
YLR192C,227.1
YLR193C,31.2
YLR194C,38.4
YLR195C,59.4
YLR196W,86.7
YLR197W,402.5
YLR199C,35.6
YLR200W,89.2
YLR201C,27.3
YLR203C,41.9
YLR204W,61.9
YLR205C,4.9
YLR206W,38.1
YLR207W,15.2
YLR208W,201
YLR209C,35.1
YLR210W,9.4
YLR211C,5.6
YLR212C,19.7
YLR213C,2.6
YLR214W,102.5
YLR215C,13.8
YLR216C,333.9
YLR218C,14.1
YLR219W,13.3
YLR220W,37.2
YLR221C,60.6
YLR222C,42.4
YLR223C,12.2
YLR224W,7.6
YLR225C,28.3
YLR226W,12.6
YLR227C,1.2
YLR228C,8.5
YLR229C,163.8
YLR231C,35
YLR233C,1.9
YLR234W,3.5
YLR237W,10.7
YLR238W,7.6
YLR239C,9.3
YLR240W,7.3
YLR241W,18.3
YLR242C,8.5
YLR243W,28
YLR244C,232.9
YLR245C,39
YLR246W,11.7
YLR247C,7.6
YLR248W,45.4
YLR249W,2451.1
YLR250W,116
YLR251W,4.3
YLR253W,10.6
YLR254C,12.8
YLR256W,40
YLR257W,82.3
YLR258W,11.9
YLR259C,780.2
YLR260W,9.4
YLR261C,93.5
YLR262C,62.8
YLR262C-A,425.1
YLR263W,0
YLR264C-A,0
YLR264W,1299.1
YLR265C,9.5
YLR266C,3.5
YLR267W,2.4
YLR268W,69.2
YLR270W,37.9
YLR271W,3.6
YLR272C,7.8
YLR273C,1.3
YLR274W,18.7
YLR275W,34
YLR276C,52.5
YLR277C,10.7
YLR278C,6.7
YLR281C,3.1
YLR283W,5.6
YLR284C,4.6
YLR285C-A,299.1
YLR285W,67.6
YLR286C,467.8
YLR287C,37.3
YLR287C-A,2747.1
YLR288C,3.9
YLR289W,3.2
YLR290C,17.6
YLR291C,69.3
YLR292C,88.8
YLR293C,1245.1
YLR295C,107.5
YLR297W,5
YLR298C,15.7
YLR299W,13.9
YLR300W,308.2
YLR301W,253.7
YLR303W,0.1
YLR304C,565.6
YLR305C,16
YLR306W,10.8
YLR307C-A,0.3
YLR307W,0.3
YLR308W,0
YLR309C,15.7
YLR310C,10.3
YLR312C,0.2
YLR312W-A,29.8
YLR313C,3.3
YLR314C,99.1
YLR315W,9.7
YLR316C,12.6
YLR318W,0.7
YLR319C,12.7
YLR320W,1.2
YLR321C,37.9
YLR323C,9.8
YLR324W,16.4
YLR325C,3462.9
YLR326W,10.6
YLR327C,22.2
YLR328W,39.2
YLR329W,0.1
YLR330W,56.7
YLR332W,36.4
YLR333C,1525.6
YLR335W,358.5
YLR336C,19.5
YLR337C,29.9
YLR340W,3533.4
YLR341W,0
YLR342W,218.9
YLR342W-A,38.5
YLR343W,0.1
YLR344W,1561.6
YLR345W,8.9
YLR346C,27.7
YLR347C,71.1
YLR348C,92
YLR350W,47.4
YLR351C,76.8
YLR352W,6.1
YLR353W,5.4
YLR354C,597.9
YLR355C,2264.6
YLR356W,22.1
YLR357W,19.2
YLR358C,0
YLR359W,221.8
YLR360W,7.1
YLR361C,11.7
YLR361C-A,33
YLR362W,9.1
YLR363C,33
YLR363W-A,67.5
YLR364W,22
YLR367W,517.5
YLR368W,6.3
YLR369W,11.5
YLR370C,129.8
YLR371W,8.8
YLR372W,230.4
YLR373C,10.7
YLR375W,15.1
YLR376C,3.9
YLR377C,0.7
YLR378C,231.2
YLR380W,70.1
YLR381W,3.8
YLR382C,6.8
YLR383W,5.1
YLR384C,53.5
YLR385C,24.2
YLR386W,13.7
YLR387C,42.3
YLR388W,1830
YLR389C,27.4
YLR390W,30.7
YLR390W-A,503.6
YLR392C,4.8
YLR393W,13.4
YLR394W,1.7
YLR395C,97.6
YLR396C,10.8
YLR397C,23.1
YLR398C,28.6
YLR399C,49.1
YLR401C,28.4
YLR403W,20.5
YLR404W,10.9
YLR405W,16
YLR406C,920.6
YLR406C-A,0.5
YLR407W,24.7
YLR408C,18.9
YLR409C,40
YLR410W,50.1
YLR411W,3.1
YLR412C-A,0.8
YLR412W,12.3
YLR413W,173.8
YLR414C,42.7
YLR415C,21.5
YLR417W,5.5
YLR418C,38.2
YLR419W,13.4
YLR420W,160
YLR421C,140.2
YLR422W,6.1
YLR423C,5
YLR424W,4.4
YLR425W,3.5
YLR426W,10.9
YLR427W,14.4
YLR429W,86
YLR430W,11.3
YLR431C,3.4
YLR432W,336
YLR433C,24.4
YLR435W,72.8
YLR436C,8.6
YLR437C,49.3
YLR438C-A,98.7
YLR438W,157.6
YLR439W,26.7
YLR440C,15.9
YLR441C,2291.7
YLR442C,7.8
YLR443W,6.2
YLR445W,0
YLR446W,3.7
YLR447C,304.3
YLR448W,1930.7
YLR449W,168.5
YLR450W,23.7
YLR451W,7
YLR452C,37.6
YLR453C,2.9
YLR454W,6.8
YLR455W,22.7
YLR456W,6.5
YLR457C,5.5
YLR459W,29.7
YLR460C,0.1
YLR461W,0
YLR462W,0.3
YLR464W,0.2
YLR466W,0.2
YLR467W,0.2
YML001W,149.1
YML002W,0.2
YML003W,3.4
YML004C,122
YML005W,7.7
YML006C,6.8
YML007C-A,192
YML007W,30.3
YML008C,330.7
YML009C,85.6
YML010W,72.3
YML011C,14.1
YML012W,227.6
YML013W,27
YML014W,35.9
YML015C,15.1
YML016C,22.6
YML017W,45.3
YML018C,26.8
YML019W,36.4
YML020W,4.3
YML021C,24.2
YML022W,279
YML023C,4.3
YML024W,3107.1
YML025C,30.4
YML026C,2555.5
YML027W,20.3
YML028W,2553.3
YML029W,12.4
YML030W,37.8
YML031W,28.6
YML032C,13.3
YML034W,15.1
YML035C,40.1
YML036W,26
YML037C,4.3
YML038C,20.2
YML041C,11.8
YML042W,0.5
YML043C,3.8
YML046W,12.1
YML047C,0
YML048W,155.8
YML049C,11.4
YML050W,4
YML051W,4.3
YML052W,105
YML053C,35.2
YML054C,0.3
YML054C-A,0
YML055W,54.8
YML056C,255.7
YML057W,25
YML058W,550.7
YML058W-A,22.7
YML059C,12.9
YML060W,19.3
YML061C,8.1
YML062C,18.8
YML063W,2841.7
YML064C,17.5
YML065W,10.4
YML066C,2
YML067C,61.6
YML068W,3.3
YML069W,79.6
YML070W,86.2
YML071C,19.5
YML072C,91.4
YML073C,2479.3
YML074C,269.3
YML075C,32.1
YML076C,6.2
YML077W,40.8
YML078W,287.5
YML079W,124.8
YML080W,19.8
YML081C-A,196.1
YML081W,7.6
YML082W,14.1
YML083C,0.2
YML085C,185.1
YML086C,92.2
YML087C,1.4
YML088W,13.3
YML091C,5.2
YML092C,165.7
YML093W,36.8
YML094W,68.4
YML095C,7.9
YML096W,9.8
YML097C,17.4
YML098W,26.7
YML099C,4.9
YML100W,10.7
YML100W-A,0
YML101C,37.2
YML102W,13.9
YML103C,27.8
YML104C,3.2
YML105C,70.7
YML106W,306.7
YML107C,7.6
YML108W,52.1
YML109W,8.4
YML110C,98.5
YML111W,14.8
YML112W,15
YML113W,16.7
YML114C,10.5
YML115C,44.6
YML116W,6.3
YML117W,18.8
YML118W,0.9
YML119W,10.5
YML120C,19
YML121W,24.1
YML123C,822.9
YML124C,101.8
YML125C,144.8
YML126C,335.2
YML127W,29.7
YML128C,3.4
YML129C,101.8
YML130C,56.3
YML131W,23.4
YML132W,34.6
YML133C,0
YMR001C,21
YMR001C-A,6.4
YMR002W,295.7
YMR003W,19.7
YMR004W,24.3
YMR005W,28.5
YMR006C,58.8
YMR008C,29.6
YMR009W,29.9
YMR010W,31.9
YMR011W,159.5
YMR012W,172.3
YMR013C,9.8
YMR014W,28.4
YMR015C,89.1
YMR016C,16.8
YMR017W,0.1
YMR018W,0
YMR019W,4.6
YMR020W,7.7
YMR021C,11.8
YMR022W,82.3
YMR023C,25.5
YMR024W,27.5
YMR025W,5.2
YMR026C,7.9
YMR027W,82
YMR028W,12.8
YMR029C,24.3
YMR030W,3.2
YMR030W-A,13.7
YMR031C,26.1
YMR032W,11.9
YMR033W,36.2
YMR034C,2.1
YMR035W,18.2
YMR036C,5.9
YMR037C,20.4
YMR038C,166
YMR039C,45.3
YMR040W,3.2
YMR041C,6.5
YMR042W,8
YMR043W,37.3
YMR044W,22.8
YMR047C,34.5
YMR048W,12.9
YMR049C,69.8
YMR052W,9.2
YMR053C,1.1
YMR054W,25.4
YMR055C,5.6
YMR056C,0.2
YMR058W,311.4
YMR059W,15.5
YMR060C,17.2
YMR061W,20.5
YMR062C,40.2
YMR063W,8.3
YMR064W,8.4
YMR065W,0.5
YMR066W,4
YMR067C,25.6
YMR068W,2.1
YMR069W,2.6
YMR070W,15.7
YMR071C,81
YMR072W,273.2
YMR073C,39.4
YMR074C,133.8
YMR075W,8.9
YMR076C,15.6
YMR077C,13
YMR078C,10.5
YMR079W,284.1
YMR080C,33.6
YMR081C,0.2
YMR083W,388.7
YMR084W,0.1
YMR085W,0
YMR086W,20.4
YMR087W,7.2
YMR088C,18.5
YMR089C,26.7
YMR090W,4.2
YMR091C,51.1
YMR092C,73.5
YMR093W,42.3
YMR094W,3.3
YMR095C,0.9
YMR096W,4.4
YMR097C,9.9
YMR098C,9.5
YMR099C,173.1
YMR100W,11.7
YMR101C,0.4
YMR102C,11.8
YMR104C,4
YMR105C,6.9
YMR105W-A,0
YMR106C,5.5
YMR107W,0
YMR108W,295.8
YMR109W,37.9
YMR110C,24.7
YMR111C,4.3
YMR112C,29.1
YMR113W,16.2
YMR114C,3.6
YMR115W,16.9
YMR116C,3151
YMR117C,13.4
YMR118C,0
YMR119W,12
YMR120C,150.5
YMR121C,899.5
YMR122W-A,641.7
YMR123W,113.1
YMR124W,10.8
YMR125W,62.4
YMR126C,4.9
YMR127C,6.6
YMR128W,29.9
YMR129W,27.6
YMR130W,33.4
YMR131C,108.8
YMR132C,8.7
YMR133W,0.2
YMR134W,25.5
YMR135C,7
YMR136W,5.8
YMR137C,3.6
YMR138W,7.8
YMR139W,18.7
YMR140W,14.2
YMR142C,3191.5
YMR143W,2070.3
YMR144W,12.7
YMR145C,64
YMR146C,285
YMR147W,9.9
YMR148W,29.5
YMR149W,132.6
YMR150C,19.6
YMR152W,33.4
YMR153W,33.3
YMR154C,3.1
YMR155W,8.4
YMR156C,8
YMR157C,18.3
YMR158C-A,1.1
YMR158W,41.8
YMR159C,4.4
YMR160W,6.3
YMR161W,58.6
YMR162C,7.1
YMR163C,3.6
YMR164C,7.2
YMR165C,9.1
YMR166C,7.5
YMR167W,5.2
YMR168C,4.3
